Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Competitive performance improvement by operational budget allocation using ANFIS and fuzzy quality function deployment: a case study","The International Journal of Advanced Manufacturing Technology","","68","1 - 4","10.1007/s00170-013-4948-3","Devika KannanAhmad JafarianHassan Alibabaei KhameneLaya Olfat","2013","http://link.springer.com/article/10.1007/s00170-013-4948-3","Article"
"Learning Bayesian network classifiers using ant colony optimization","Swarm Intelligence","","7","2 - 3","10.1007/s11721-013-0087-6","Khalid M. SalamaAlex A. Freitas","2013","http://link.springer.com/article/10.1007/s11721-013-0087-6","Article"
"Fault level diagnosis for planetary gearboxes using hybrid kernel feature selection and kernel Fisher discriminant analysis","The International Journal of Advanced Manufacturing Technology","","67","5 - 8","10.1007/s00170-012-4560-y","Zhiliang LiuJian QuMing J. ZuoHong-bing Xu","2013","http://link.springer.com/article/10.1007/s00170-012-4560-y","Article"
"Users’ perception of open source usability: an empirical study","Engineering with Computers","","28","2","10.1007/s00366-011-0222-1","Arif RazaLuiz Fernando CapretzFaheem Ahmed","2012","http://link.springer.com/article/10.1007/s00366-011-0222-1","Article"
"A FNP approach for evaluating and enhancing the long-term competitiveness of a semiconductor fabrication factory through yield learning modeling","The International Journal of Advanced Manufacturing Technology","","40","9 - 10","10.1007/s00170-008-1414-8","Toly Chen","2009","http://link.springer.com/article/10.1007/s00170-008-1414-8","Article"
"Study of Read Recovery Dynamic Faults in 6T SRAMS and Method to Improve Test Time","Journal of Electronic Testing","","26","6","10.1007/s10836-010-5176-5","Prashant DubeyAkhil GargShashank Mahajan","2010","http://link.springer.com/article/10.1007/s10836-010-5176-5","Article"
"(m,k)-firm pattern spinning to improve the GTS allocation of periodic messages in IEEE 802.15.4 networks","EURASIP Journal on Wireless Communications and Networking","","2013","1","10.1186/1687-1499-2013-222","Tiago SemprebomCarlos MontezFrancisco Vasques","2013","http://link.springer.com/article/10.1186/1687-1499-2013-222","Article"
"Characterizing and Predicting Resource Demand by Periodicity Mining","Journal of Network and Systems Management","","13","2","10.1007/s10922-005-4440-y","Artur AndrzejakMehmet Ceyran","2005","http://link.springer.com/article/10.1007/s10922-005-4440-y","Article"
"Multilayer network model for analysis and management of change propagation","Research in Engineering Design","","23","4","10.1007/s00163-011-0125-6","Michael C. PasqualOlivier L. de Weck","2012","http://link.springer.com/article/10.1007/s00163-011-0125-6","Article"
"Logistic regression tree applied to classify PCB golden finger defects","The International Journal of Advanced Manufacturing Technology","","24","7 - 8","10.1007/s00170-002-1500-2","B.C. JiangC.C. WangP.L. Chen","2004","http://link.springer.com/article/10.1007/s00170-002-1500-2","Article"
"Ontology-based computational intelligent multi-agent and its application to CMMI assessment","Applied Intelligence","","30","3","10.1007/s10489-007-0071-1","Chang-Shing LeeMei-Hui Wang","2009","http://link.springer.com/article/10.1007/s10489-007-0071-1","Article"
"A Framework for Providing User Level Quality of Service Guarantees in Multi-Class Rate Adaptive Systems","Journal of Network and Systems Management","","16","4","10.1007/s10922-008-9101-5","Nikos ArgiriouLeonidas Georgiadis","2008","http://link.springer.com/article/10.1007/s10922-008-9101-5","Article"
"Intrusion and intrusion detection","International Journal of Information Security","","1","1","10.1007/s102070100001","John McHugh","2001","http://link.springer.com/article/10.1007/s102070100001","Article"
"The development of automated solder bump inspection using machine vision techniques","The International Journal of Advanced Manufacturing Technology","","69","1 - 4","10.1007/s00170-013-4994-x","Wen-Yen WuChing-Wen HungWen-Bin Yu","2013","http://link.springer.com/article/10.1007/s00170-013-4994-x","Article"
"Fuzzy classification in dynamic environments","Soft Computing","","15","5","10.1007/s00500-010-0657-0","Abdelhamid Bouchachia","2011","http://link.springer.com/article/10.1007/s00500-010-0657-0","Article"
"Estimating the effect of process parameters on surface integrity of EDMed AISI D2 tool steel by response surface methodology coupled with grey relational analysis","The International Journal of Advanced Manufacturing Technology","","67","9 - 12","10.1007/s00170-012-4630-1","M. K. Pradhan","2013","http://link.springer.com/article/10.1007/s00170-012-4630-1","Article"
"Accurate Whole-Chip Diagnostic Strategy for Scan Designs with Multiple Faults","Journal of Electronic Testing","","22","2","10.1007/s10836-006-7143-8","Yu-Chiun LinShi-Yu Huang","2006","http://link.springer.com/article/10.1007/s10836-006-7143-8","Article"
"A review of research, commercial software packages and patents on family mould layout design automation and optimisation","The International Journal of Advanced Manufacturing Technology","","57","1 - 4","10.1007/s00170-011-3268-8","Ivan W. M. ChanMartyn PinfoldC. K. KwongW. H. Szeto","2011","http://link.springer.com/article/10.1007/s00170-011-3268-8","Article"
"Design and implementation of an integrated Taguchi method for continuous assessment and improvement of manufacturing systems","The International Journal of Advanced Manufacturing Technology","","59","9 - 12","10.1007/s00170-011-3549-2","Ali AzadehSeyed Sina Miri-NargesiSeyed Mortezza GoldansazNima Zoraghi","2012","http://link.springer.com/article/10.1007/s00170-011-3549-2","Article"
"Monte Carlo localization of wireless sensor networks with a single mobile beacon","Wireless Networks","","15","8","10.1007/s11276-008-0096-3","Rui HuangGergely V. Záruba","2008","http://link.springer.com/article/10.1007/s11276-008-0096-3","Article"
"The TTA's Approach to Resilience after Transient Upsets","Real-Time Systems","","32","3","10.1007/s11241-005-4681-6","Wilfried SteinerMichael PaulitschHermann Kopetz","2006","http://link.springer.com/article/10.1007/s11241-005-4681-6","Article"
"Recognizing malicious software behaviors with tree automata inference","Formal Methods in System Design","","41","1","10.1007/s10703-012-0149-1","Domagoj BabićDaniel ReynaudDawn Song","2012","http://link.springer.com/article/10.1007/s10703-012-0149-1","Article"
"The performance of future designers on the specification of supervisory HCI: case study of a simulated work situation","Cognition, Technology & Work","","14","2","10.1007/s10111-010-0169-9","Christophe KolskiPierre LosleverMouldi Sagar","2012","http://link.springer.com/article/10.1007/s10111-010-0169-9","Article"
"Towards Nanoelectronics Processor Architectures","Journal of Electronic Testing","","23","2 - 3","10.1007/s10836-006-0555-7","Wenjing RaoAlex OrailogluRamesh Karri","2007","http://link.springer.com/article/10.1007/s10836-006-0555-7","Article"
"Algorithmic aspects for functional partitioning and scheduling in hardware/software co-design","Design Automation for Embedded Systems","","12","4","10.1007/s10617-008-9032-0","Wu JigangThambipillai SrikanthanTao Jiao","2008","http://link.springer.com/article/10.1007/s10617-008-9032-0","Article"
"Ensuring fault-tolerant computations in distributed control systems","Automation and Remote Control","","74","12","10.1134/S0005117913120126","V. I. Klepikov","2013","http://link.springer.com/article/10.1134/S0005117913120126","Article"
"Automatically wrapping legacy software into services: A grid case study","Peer-to-Peer Networking and Applications","","1","2","10.1007/s12083-008-0011-9","Maozhen LiBin YuMan QiNick Antonopoulos","2008","http://link.springer.com/article/10.1007/s12083-008-0011-9","Article"
"Security and quality of service (QoS) co-design in cooperative mobile ad hoc networks","EURASIP Journal on Wireless Communications and Networking","","2013","1","10.1186/1687-1499-2013-188","F Richard YuHelen TangShengrong BuDu Zheng","2013","http://link.springer.com/article/10.1186/1687-1499-2013-188","Article"
"An Integrated Framework for Implementing Quality of Network Concepts","Journal of Network and Systems Management","","10","4","10.1023/A:1021160121410","Clayton FernerRon Vetter","2002","http://link.springer.com/article/10.1023/A%3A1021160121410","Article"
"Genetic-based machine learning systems are competitive for pattern recognition","Evolutionary Intelligence","","1","3","10.1007/s12065-008-0013-9","Albert Orriols-PuigJorge CasillasEster Bernadó-Mansilla","2008","http://link.springer.com/article/10.1007/s12065-008-0013-9","Article"
"Reliability assessment and replacement for machine tools under wear deterioration","The International Journal of Advanced Manufacturing Technology","","48","1 - 4","10.1007/s00170-009-2257-7","Bi-Min HsuMing-Hung Shu","2010","http://link.springer.com/article/10.1007/s00170-009-2257-7","Article"
"Coverage-guided test generation for continuous and hybrid systems","Formal Methods in System Design","","34","2","10.1007/s10703-009-0066-0","Thao DangTarik Nahhal","2009","http://link.springer.com/article/10.1007/s10703-009-0066-0","Article"
"Fuzzy knowledge representation study for incremental learning in data streams and classification problems","Soft Computing","","15","12","10.1007/s00500-010-0668-x","Albert Orriols-PuigJorge Casillas","2011","http://link.springer.com/article/10.1007/s00500-010-0668-x","Article"
"Security Attack Safe Mobile and Cloud-based One-time Password Tokens Using Rubbing Encryption Algorithm","Mobile Networks and Applications","","16","3","10.1007/s11036-011-0303-9","Fred Cheng","2011","http://link.springer.com/article/10.1007/s11036-011-0303-9","Article"
"Automated visual inspection of imprint quality of pharmaceutical tablets","Machine Vision and Applications","","24","1","10.1007/s00138-011-0366-4","Miha MožinaDejan TomaževičFranjo PernušBoštjan Likar","2013","http://link.springer.com/article/10.1007/s00138-011-0366-4","Article"
"Scenario-based virtual network infrastructure management in research and educational testbeds with VNUML","annals of telecommunications - annales des télécommunications","","64","5 - 6","10.1007/s12243-009-0104-3","Fermín GalánDavid FernándezWalter FuertesMiguel GómezJorge E. López de Vergara","2009","http://link.springer.com/article/10.1007/s12243-009-0104-3","Article"
"A New Learning Algorithm for the Fusion of Adaptive Audio–Visual Features for the Retrieval and Classification of Movie Clips","Journal of Signal Processing Systems","","59","2","10.1007/s11265-008-0290-7","Paisarn MuneesawangLing GuanTahir Amin","2010","http://link.springer.com/article/10.1007/s11265-008-0290-7","Article"
"Detection of mobile targets on the plane and in space using heterogeneous sensor networks","Wireless Networks","","15","5","10.1007/s11276-007-0092-z","Loukas LazosRadha PoovendranJames A. Ritcey","2009","http://link.springer.com/article/10.1007/s11276-007-0092-z","Article"
"Modeling the cleanliness level of an ultrasonic cleaning system by using design of experiments and artificial neural networks","The International Journal of Advanced Manufacturing Technology","","41","3 - 4","10.1007/s00170-008-1471-z","C. H. WuY. S. WongW. H. IpHenry C. W. LauC. K. M. LeeG. T. S. Ho","2009","http://link.springer.com/article/10.1007/s00170-008-1471-z","Article"
"Large-scale gaussian process multi-class classification for semantic segmentation and facade recognition","Machine Vision and Applications","","24","5","10.1007/s00138-012-0480-y","Björn FröhlichErik RodnerMichael KemmlerJoachim Denzler","2013","http://link.springer.com/article/10.1007/s00138-012-0480-y","Article"
"System level modeling methodology of NoC design from UML-MARTE to VHDL","Design Automation for Embedded Systems","","16","4","10.1007/s10617-012-9101-2","Majdi ElhajiPierre BouletAbdelkrim ZitouniSamy MeftaliJean-Luc DekeyserRached Tourki","2012","http://link.springer.com/article/10.1007/s10617-012-9101-2","Article"
"Energy-efficient Hardware Accelerators for the SA-DCT and Its Inverse","The Journal of VLSI Signal Processing Systems for Signal, Image, and Video Technology","","47","2","10.1007/s11265-006-0022-9","Andrew KinaneNoel O’Connor","2007","http://link.springer.com/article/10.1007/s11265-006-0022-9","Article"
"Real-time image segmentation for visual inspection of pharmaceutical tablets","Machine Vision and Applications","","22","1","10.1007/s00138-009-0218-7","Miha MožinaDejan TomaževičFranjo PernušBoštjan Likar","2011","http://link.springer.com/article/10.1007/s00138-009-0218-7","Article"
"Analysis and Fault Modeling of Actual Resistive Defects in ATMEL 
                
               eFlash Memories","Journal of Electronic Testing","","28","2","10.1007/s10836-012-5277-4","P.-D. MaurouxA. VirazelA. BosioL. DililloP. GirardS. PravossoudovitchB. GodardG. FestesL. Vachez","2012","http://link.springer.com/article/10.1007/s10836-012-5277-4","Article"
"A visual analytics approach for models of heterogeneous cell populations","EURASIP Journal on Bioinformatics and Systems Biology","","2012","1","10.1186/1687-4153-2012-4","Jan HasenauerJulian HeinrichMalgorzata DoszczakPeter ScheurichDaniel WeiskopfFrank Allgöwer","2012","http://link.springer.com/article/10.1186/1687-4153-2012-4","Article"
