title$|$authors$|$year$|$citedCount$|$fulltext_url
A measurement-based approach to modeling link capacity in 802.11-based wireless networks$|$Anand Kashyap,Samrat Ganguly,Samir R. Das$|$2007$|$35$|$http://dl.acm.org/ft_gateway.cfm?id=1287883
Low complexity set reconciliation using Bloom filters$|$Magnus Skjegstad,Torleiv Maseng$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1998483
Helping our own 2011: UKP lab system description$|$Torsten Zesch$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2187729
Query-Performance Prediction Using Minimal Relevance Feedback$|$Olga Butman,Anna Shtok,Oren Kurland,David Carmel$|$2013$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2499201
Practical early-lifecycle application of human factors assessment$|$Simon Connelly,Andrew Hussey,Holger Becht$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2527224
CASP: concurrent autonomous chip self-test using stored test patterns$|$Yanjing Li,Samy Makar,Subhasish Mitra$|$2008$|$30$|$http://dl.acm.org/ft_gateway.cfm?id=1403590
Enhancing the performance of multi-cycle path analysis in an industrial setting$|$Hiroyuki Higuchi,Yusuke Matsunaga$|$2004$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1015136
Discovering XSD keys from XML data$|$Marcelo Arenas,Jonny Daenen,Frank Neven,Martin Ugarte,Jan Van den Bussche,Stijn Vansummeren$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2463705
Resource area dilation to reduce power density in throughput servers$|$Michael D. Powell,T. N. Vijaykumar$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1283838
Efficient techniques for transition testing$|$Xiao Liu,Michael S. Hsiao,Sreejit Chakravarty,Paul J. Thadikaran$|$2005$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1059880
Reliability aware power management for dual-processor real-time embedded systems$|$Ranjani Sridharan,Rabi Mahapatra$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1837480
Tuffy: scaling up statistical inference in Markov logic networks using an RDBMS$|$Feng Niu,Christopher Re,AnHai Doan,Jude Shavlik$|$2011$|$44$|$http://dl.acm.org/ft_gateway.cfm?id=1978669
Using association rules for fraud detection in web advertising networks$|$Ahmed Metwally,Divyakant Agrawal,Amr El Abbadi$|$2005$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1083615
A template protection scheme for multimodal biometric system with fingerprint, palmprint, iris and retinal traits$|$Madhavi Gudavalli,S. Viswanadha Raju,K. S. M. V. Kumar$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2381736
A practice-oriented framework for measuring privacy and utility in data sanitization systems$|$Michal Sramka,Reihaneh Safavi-Naini,Jorg Denzinger,Mina Askari$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1754270
Investigating self-reporting behavior in long-term studies$|$Andreas Moller,Matthias Kranz,Barbara Schmid,Luis Roalter,Stefan Diewald$|$2013$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=2481406
DSAL '09: Proceedings of the 4th workshop on Domain-specific aspect languages$|$$|$2009$|$$|$
Detecting distance-based outliers in streams of data$|$Fabrizio Angiulli,Fabio Fassetti$|$2007$|$24$|$http://dl.acm.org/ft_gateway.cfm?id=1321552
Age-specific predictive models of human performance$|$Shari Trewin,Bonnie John,John Richards,David Sloan,Vicki Hanson,Rachel Bellamy,John Thomas,Calvin Swart$|$2012$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2223787
Bionic autonomic nervous system and self-healing for NASA ANTS-like missions$|$Michael Hinchey,Yuan-Shun Dai,James L. Rash,Walt Truszkowski,Manish Madhusoodan$|$2007$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1244025
Mining the web to detect place names$|$Florian A. Twaroch,Philip D. Smart,Christopher B. Jones$|$2008$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1460017
Probabilistic web image gathering$|$Keiji Yanai,Kobus Barnard$|$2005$|$22$|$http://dl.acm.org/ft_gateway.cfm?id=1101838
Mostly passive information delivery in a car$|$Tomas Macek,Tereza Kasparova,Jan Kleindienst,Ladislav Kunc,Martin Labsky,Jan Vystrcil$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2516572
A stochastic local hot spot alerting technique$|$Hwisung Jung,Massoud Pedram$|$2008$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1356916
Multidocument summarization: An added value to clustering in interactive retrieval$|$Manuel J. Mana-Lopez,Manuel De Buenaga,Jose M. Gomez-Hidalgo$|$2004$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=984323
Automated functionality testing through GUIs$|$Duc Hoai Nguyen,Paul Strooper,Jorn Guy Su$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1862216
MusicScore: mobile music composition for practice and fun$|$Zimu Liu,Yuan Feng,Baochun Li$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2393369
Statistical approaches to computer-assisted translation$|$Sergio Barrachina,Oliver Bender,Francisco Casacuberta,Jorge Civera,Elsa Cubel,Shahram Khadivi,Antonio Lagarda,Hermann Ney,Jesus Tomas,Enrique Vidal,Juan-Miguel Vilar$|$2009$|$36$|$http://dl.acm.org/ft_gateway.cfm?id=1516101
Measuring joint movement through garment-integrated wearable sensing$|$Guido Gioberto$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2501085
A novel music recommender by discovering preferable perceptual-patterns from music pieces$|$Ja-Hwung Su,Hsin-Ho Yeh,Vincent S. Tseng$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1774495
Finding similar questions in large question and answer archives$|$Jiwoon Jeon,W. Bruce Croft,Joon Ho Lee$|$2005$|$117$|$http://dl.acm.org/ft_gateway.cfm?id=1099572
iVESTA: an interactive visualization and evaluation system for drive test data$|$Yongsuk Lee,Xingquan Zhu,Abhijit Pandya,Sam Hsu$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1364156
A unified model for metasearch, pooling, and system evaluation$|$Javed A. Aslam,Virgiliu Pavlu,Robert Savell$|$2003$|$19$|$http://dl.acm.org/ft_gateway.cfm?id=956953
Simulation-based automatic generation of signomial and posynomial performance models for analog integrated circuit sizing$|$Walter Daems,Georges Gielen,Willy Sansen$|$2001$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=603110
An analytical high-level battery model for use in energy management of portable electronic systems$|$Daler N. Rakhmatov,Sarma B. K. Vrudhula$|$2001$|$27$|$http://dl.acm.org/ft_gateway.cfm?id=603196
Measuring intrusion detection capability: an information-theoretic approach$|$Guofei Gu,Prahlad Fogla,David Dagon,Wenke Lee,Boris Skoric$|$2006$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1128834
The effects of time limitations on target identification$|$Peerly Setter,Hadas Marciano,Joel Norman,Major Michal Hovev$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1362615
BER performance analysis of MRC receive diversity with optimal and rectangular templates in UWB off-body wireless body area networks$|$M. Abou El-Nasr,Heba Shaban$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2555345
Bridging pre- and post-silicon debugging with BiPeD$|$Andrew DeOrio,Jialin Li,Valeria Bertacco$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2429403
A boosting method for process fault detection with detection delay reduction and label denoising$|$Mihajlo Grbovic,Slobodan Vucetic,Weichang Li,Peng Xu,Adam K. Usadi$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2018675
Coaching collaboration in a computer-mediated learning environment$|$Maria de los Angeles Constantino-Gonzalez,Daniel D. Suthers$|$2002$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1658733
A template protection scheme for multimodal biometric system with fingerprint, palmprint, iris and retinal traits$|$Madhavi Gudavalli,S. Viswanadha Raju,K. S. M. V. Kumar$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2381736
Investigating self-reporting behavior in long-term studies$|$Andreas Moller,Matthias Kranz,Barbara Schmid,Luis Roalter,Stefan Diewald$|$2013$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=2481406
A practice-oriented framework for measuring privacy and utility in data sanitization systems$|$Michal Sramka,Reihaneh Safavi-Naini,Jorg Denzinger,Mina Askari$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1754270
API2T: a bit of improvement for applications in critical scenarios$|$Francesco Chiti,Laura Pierucci$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1815578
An Efficient Transparent Test Scheme for Embedded Word-Oriented Memories$|$Jin-Fu Li,Tsu-Wei Tseng,Chin-Long Wey$|$2005$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1049174
Towards energy-aware scheduling in data centers using machine learning$|$Josep Ll. Berral,Inigo Goiri,Ramon Nou,Ferran Julia,Jordi Guitart,Ricard Gavalda,Jordi Torres$|$2010$|$32$|$http://dl.acm.org/ft_gateway.cfm?id=1791349
A stochastic model for the throughput of non-persistent TCP flows$|$Francois Baccelli,David R. McDonald$|$2006$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1190169
Measuring pulsed interference in 802.11 links$|$Brad W. Zarikoff,Douglas J. Leith$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2502389
Evaluating and minimizing ambiguities in qualitative route instructions$|$Matthias Westphal,Jochen Renz$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2093997
Designing novel review ranking systems: predicting the usefulness and impact of reviews$|$Anindya Ghose,Panagiotis G. Ipeirotis$|$2007$|$33$|$http://dl.acm.org/ft_gateway.cfm?id=1282158
Evaluating the dynamic behaviour of Python applications$|$Alex Holkner,James Harland$|$2008$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1862665
Assessing usability for input operation using frequency components of eye-movements$|$Minoru Nakayama,Makoto Katsukura$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1862709
IP forwarding anomalies and improving their detection using multiple data sources$|$Matthew Roughan,Tim Griffin,Z. Morley Mao,Albert Greenberg,Brian Freeman$|$2004$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1016703
A boosting method for process fault detection with detection delay reduction and label denoising$|$Mihajlo Grbovic,Slobodan Vucetic,Weichang Li,Peng Xu,Adam K. Usadi$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2018675
Accessible image search for colorblindness$|$Meng Wang,Bo Liu,Xian-Sheng Hua$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1858956
On modeling of coevolution of strategies and structure in autonomous overlay networks$|$Yufeng Wang,Akihiro Nakao,Athanasios V. Vasilakos$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2240167
RunWithUs: a social sports application in the ubiquitous Oulu environment$|$Felipe Gil-Castineira,Antia Fernandez-Lopez,Cristina Lopez Bravo,Nerea Cid-Vieytes,David Conde-Lagoa,Enrique Costa-Montenegro,Francisco Javier Gonzalez-Castano$|$2011$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=2107621
An approach to test compaction for scan circuits that enhances at-speed testing$|$Irith Pomeranz,Sudhakar Reddy$|$2001$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=378390
Automatic test pattern generation for functional RTL circuits using assignment decision diagrams$|$Indradeep Ghosh,Masahiro Fujita$|$2000$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=337309
High-throughput TSV testing and characterization for 3D integration using thermal mapping$|$Kapil Dev,Gary Woods,Sherief Reda$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2488823
Robust location distinction using temporal link signatures$|$Neal Patwari,Sneha K. Kasera$|$2007$|$43$|$http://dl.acm.org/ft_gateway.cfm?id=1287867
Low complexity set reconciliation using Bloom filters$|$Magnus Skjegstad,Torleiv Maseng$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1998483
Energy/power estimation of regular processor arrays$|$Steven Derrien,Sanjay Rajopadhye$|$2002$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=581212
A new methodology for photometric validation in vehicles visual interactive systems$|$Alexandre W. C. Faria,David Menotti,Daniel S. D. Lara,Gisele L. Pappa,Arnaldo A. Araujo$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1774286
MONA '10: Proceedings of the 3rd International Workshop on Monitoring, Adaptation and Beyond$|$$|$2010$|$$|$
SIGIR workshop report: predicting query difficulty - methods and applications$|$David Carmel,Elad Yom-Tov,Ian Soboroff$|$2005$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1113349
A discrete event simulation model for reliability modeling of a chemical plant$|$Bikram Sharda,Scott J. Bury$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1517047
Conditional functional dependencies for capturing data inconsistencies$|$Wenfei Fan,Floris Geerts,Xibei Jia,Anastasios Kementsietsidis$|$2008$|$62$|$http://dl.acm.org/ft_gateway.cfm?id=1366103
Hybrid contract checking via symbolic simplification$|$Dana N. Xu$|$2012$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=2103767
Analytical modeling of SRAM dynamic stability$|$Bin Zhang,Ari Arapostathis,Sani Nassif,Michael Orshansky$|$2006$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1233564
Overlay routing using coordinate systems$|$Francois Cantin,Bamba Gueye,Dali Kaafar,Guy Leduc$|$2008$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1544054
Face decorating system based on improved active shape models$|$Shuchang Wang,Yangsheng Wang,Bai Li$|$2006$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1178900
A case study of using geographic cues to predict query news intent$|$Ahmed Hassan,Rosie Jones,Fernando Diaz$|$2009$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1653780
BER performance analysis of MRC receive diversity with optimal and rectangular templates in UWB off-body wireless body area networks$|$M. Abou El-Nasr,Heba Shaban$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2555345
Measuring intrusion detection capability: an information-theoretic approach$|$Guofei Gu,Prahlad Fogla,David Dagon,Wenke Lee,Boris Skoric$|$2006$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1128834
A measurement-based approach to modeling link capacity in 802.11-based wireless networks$|$Anand Kashyap,Samrat Ganguly,Samir R. Das$|$2007$|$35$|$http://dl.acm.org/ft_gateway.cfm?id=1287883
The impact of vibrotactile biofeedback on the excessive walking sway and the postural control in elderly$|$Omid Dehzangi,Zheng Zhao,Mohammad-Mahdi Bidmeshki,John Biggan,Christopher Ray,Roozbeh Jafari$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2534110
Categorizing web queries according to geographical locality$|$Luis Gravano,Vasileios Hatzivassiloglou,Richard Lichtenstein$|$2003$|$63$|$http://dl.acm.org/ft_gateway.cfm?id=956925
Enhancing the performance of multi-cycle path analysis in an industrial setting$|$Hiroyuki Higuchi,Yusuke Matsunaga$|$2004$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1015136
Designing novel review ranking systems: predicting the usefulness and impact of reviews$|$Anindya Ghose,Panagiotis G. Ipeirotis$|$2007$|$33$|$http://dl.acm.org/ft_gateway.cfm?id=1282158
Forming N-detection test sets without test generation$|$Irith Pomeranz,Sudhakar M. Reddy$|$2007$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1230810
Design and optimization of communication fabrics: an industrial perspective$|$Umit Ogras,Michael Kishinevsky$|$2012$|$0$|$
Explaining neighborhood-based recommendations$|$Sergio Cleger-Tamayo,Juan M. Fernandez-Luna,Juan F. Huete$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2348470
Tuning RED for Web traffic$|$Mikkel Christiansen,Kevin Jeffay,David Ott,F. Donelson Smith$|$2000$|$51$|$http://dl.acm.org/ft_gateway.cfm?id=347418
Utility based data mining for time series analysis: cost-sensitive learning for neural network predictors$|$Sven F. Crone,Stefan Lessmann,Robert Stahlbock$|$2005$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1089835
Towards fault tolerant parallel prefix adders in nanoelectronic systems$|$Wenjing Rao,Alex Orailoglu$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1403461
Coaching collaboration in a computer-mediated learning environment$|$Maria de los Angeles Constantino-Gonzalez,Daniel D. Suthers$|$2002$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1658733
Clustering algorithms for wireless ad hoc networks$|$Lakshmi Ramachandran,Manika Kapoor,Abhinanda Sarkar,Alok Aggarwal$|$2000$|$30$|$http://dl.acm.org/ft_gateway.cfm?id=345860
Discovering XSD keys from XML data$|$Marcelo Arenas,Jonny Daenen,Frank Neven,Martin Ugarte,Jan Van den Bussche,Stijn Vansummeren$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2463705
Being the new guy in an experienced team: enhancing training on the job$|$Jorg Denzinger,Sean Ennis$|$2002$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=545107
On using crowd for measuring traffic at aggregate level for emerging countries$|$Nikhil Bansal,Biplav Srivastava$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1982629
A stochastic model for the throughput of non-persistent TCP flows$|$Francois Baccelli,David R. McDonald$|$2006$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1190169
Measuring pulsed interference in 802.11 links$|$Brad W. Zarikoff,Douglas J. Leith$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2502389
Adaptive query processing in data stream management systems under limited memory resources$|$Fatima Farag,Moustafa Hammad,Reda Alhajj$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1871905
Assessing usability for input operation using frequency components of eye-movements$|$Minoru Nakayama,Makoto Katsukura$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1862709
Evaluation of predictive text and speech inputs in a multimodal mobile route guidance application$|$Aleksi Melto,Markku Turunen,Anssi Kainulainen,Jaakko Hakulinen,Tomi Heimonen,Ville Antila$|$2008$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1409287
The anti-social tagger: detecting spam in social bookmarking systems$|$Beate Krause,Christoph Schmitz,Andreas Hotho,Gerd Stumme$|$2008$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1451998
IP forwarding anomalies and improving their detection using multiple data sources$|$Matthew Roughan,Tim Griffin,Z. Morley Mao,Albert Greenberg,Brian Freeman$|$2004$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1016703
The bipartite clique: a topological paradigm for WWWeb user search customization$|$Brenda F. Miles,Vir V. Phoha$|$2005$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1167385
Energy/power estimation of regular processor arrays$|$Steven Derrien,Sanjay Rajopadhye$|$2002$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=581212
PODC '03: Proceedings of the twenty-second annual symposium on Principles of distributed computing$|$$|$2003$|$$|$
Organization-oriented chemical programming for the organic design of distributed computing systems$|$Naoki Matsumaru,Peter Dittrich$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1315861
Enabling longitudinal assessment of ankle-foot orthosis efficacy for children with cerebral palsy$|$Shanshan Chen,Christopher L. Cunningham,Bradford C. Bennett,John Lach$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2077551
Analytical modeling of SRAM dynamic stability$|$Bin Zhang,Ari Arapostathis,Sani Nassif,Michael Orshansky$|$2006$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1233564
MPAC '07: Proceedings of the 5th international workshop on Middleware for pervasive and ad-hoc computing: held at the ACM/IFIP/USENIX 8th International Middleware Conference$|$$|$2007$|$$|$
